trade_id,direction,entry_time,entry_price,exit_time,exit_price,size,pnl,fee,net_pnl,capital_after,note
202,LONG,2025-12-02 06:13:00,86922.45,2025-12-02 06:19:00,86930.85,0.1,0.8400000000008732,0.0,0.8400000000008732,10265.18999999997,
203,SHORT,2025-12-02 06:19:00,86930.85,2025-12-02 06:27:00,86880.09,0.1,5.076000000000931,0.0,5.076000000000931,10270.26599999997,
204,LONG,2025-12-02 06:27:00,86880.09,2025-12-02 06:48:00,87105.19,0.1,22.510000000000584,0.0,22.510000000000584,10292.77599999997,
205,SHORT,2025-12-02 06:48:00,87105.19,2025-12-02 06:53:00,87168.0,0.1,-6.280999999999768,0.0,-6.280999999999768,10286.494999999972,
206,LONG,2025-12-02 06:53:00,87168.0,2025-12-02 06:56:00,87100.01,0.1,-6.799000000000524,0.0,-6.799000000000524,10279.69599999997,
207,SHORT,2025-12-02 06:56:00,87100.01,2025-12-02 07:11:00,87019.99,0.1,8.001999999998953,0.0,8.001999999998953,10287.69799999997,
208,LONG,2025-12-02 07:11:00,87019.99,2025-12-02 07:16:00,86949.83,0.1,-7.01600000000035,0.0,-7.01600000000035,10280.68199999997,
209,SHORT,2025-12-02 07:16:00,86949.83,2025-12-02 07:20:00,86974.79,0.1,-2.495999999999185,0.0,-2.495999999999185,10278.18599999997,
210,LONG,2025-12-02 07:20:00,86974.79,2025-12-02 07:24:00,86921.28,0.1,-5.350999999999477,0.0,-5.350999999999477,10272.834999999972,
211,SHORT,2025-12-02 07:24:00,86921.28,2025-12-02 07:33:00,86950.77,0.1,-2.949000000000524,0.0,-2.949000000000524,10269.885999999971,
212,LONG,2025-12-02 07:33:00,86950.77,2025-12-02 07:53:00,86982.47,0.1,3.169999999999709,0.0,3.169999999999709,10273.055999999971,
213,SHORT,2025-12-02 07:53:00,86982.47,2025-12-02 08:00:00,87032.91,0.1,-5.044000000000233,0.0,-5.044000000000233,10268.011999999972,
214,LONG,2025-12-02 08:00:00,87032.91,2025-12-02 08:03:00,86961.62,0.1,-7.129000000000815,0.0,-7.129000000000815,10260.88299999997,
215,SHORT,2025-12-02 08:03:00,86961.62,2025-12-02 08:33:00,86529.48,0.1,43.21399999999994,0.0,43.21399999999994,10304.09699999997,
216,LONG,2025-12-02 08:33:00,86529.48,2025-12-02 08:42:00,86540.48,0.1,1.1,0.0,1.1,10305.196999999971,
217,SHORT,2025-12-02 08:42:00,86540.48,2025-12-02 09:00:00,86501.89,0.1,3.858999999999651,0.0,3.858999999999651,10309.055999999971,
218,LONG,2025-12-02 09:00:00,86501.89,2025-12-02 09:14:00,86655.67,0.1,15.377999999999885,0.0,15.377999999999885,10324.433999999972,
219,SHORT,2025-12-02 09:14:00,86655.67,2025-12-02 09:21:00,86725.78,0.1,-7.011000000000059,0.0,-7.011000000000059,10317.422999999972,
220,LONG,2025-12-02 09:21:00,86725.78,2025-12-02 09:30:00,86817.07,0.1,9.129000000000815,0.0,9.129000000000815,10326.551999999972,
221,SHORT,2025-12-02 09:30:00,86817.07,2025-12-02 09:47:00,86679.35,0.1,13.772000000000117,0.0,13.772000000000117,10340.323999999973,
222,LONG,2025-12-02 09:47:00,86679.35,2025-12-02 09:55:00,86661.85,0.1,-1.75,0.0,-1.75,10338.573999999973,
223,SHORT,2025-12-02 09:55:00,86661.85,2025-12-02 09:59:00,86769.87,0.1,-10.801999999998953,0.0,-10.801999999998953,10327.771999999974,
224,LONG,2025-12-02 09:59:00,86769.87,2025-12-02 10:11:00,86900.0,0.1,13.013000000000467,0.0,13.013000000000467,10340.784999999974,
225,SHORT,2025-12-02 10:11:00,86900.0,2025-12-02 10:13:00,86931.75,0.1,-3.1750000000000003,0.0,-3.1750000000000003,10337.609999999975,
226,LONG,2025-12-02 10:13:00,86931.75,2025-12-02 10:16:00,86868.47,0.1,-6.327999999999884,0.0,-6.327999999999884,10331.281999999976,
227,SHORT,2025-12-02 10:16:00,86868.47,2025-12-02 10:26:00,86814.93,0.1,5.354000000000815,0.0,5.354000000000815,10336.635999999977,
228,LONG,2025-12-02 10:26:00,86814.93,2025-12-02 10:58:00,87282.06,0.1,46.71300000000047,0.0,46.71300000000047,10383.348999999977,
229,SHORT,2025-12-02 10:58:00,87282.06,2025-12-02 11:17:00,87138.69,0.1,14.336999999999534,0.0,14.336999999999534,10397.685999999976,
230,LONG,2025-12-02 11:17:00,87138.69,2025-12-02 11:37:00,87363.28,0.1,22.45899999999965,0.0,22.45899999999965,10420.144999999975,
231,SHORT,2025-12-02 11:37:00,87363.28,2025-12-02 11:42:00,87362.09,0.1,0.11900000000023284,0.0,0.11900000000023284,10420.263999999976,
232,LONG,2025-12-02 11:42:00,87362.09,2025-12-02 11:52:00,87414.13,0.1,5.204000000000815,0.0,5.204000000000815,10425.467999999977,
233,SHORT,2025-12-02 11:52:00,87414.13,2025-12-02 11:53:00,87454.48,0.1,-4.034999999999127,0.0,-4.034999999999127,10421.432999999977,
234,LONG,2025-12-02 11:53:00,87454.48,2025-12-02 11:58:00,87357.83,0.1,-9.664999999999418,0.0,-9.664999999999418,10411.767999999978,
235,SHORT,2025-12-02 11:58:00,87357.83,2025-12-02 12:06:00,87478.29,0.1,-12.045999999999186,0.0,-12.045999999999186,10399.72199999998,
236,LONG,2025-12-02 12:06:00,87478.29,2025-12-02 12:14:00,87448.39,0.1,-2.989999999999418,0.0,-2.989999999999418,10396.73199999998,
237,SHORT,2025-12-02 12:14:00,87448.39,2025-12-02 12:19:00,87464.0,0.1,-1.5610000000000583,0.0,-1.5610000000000583,10395.17099999998,
238,LONG,2025-12-02 12:19:00,87464.0,2025-12-02 12:21:00,87380.89,0.1,-8.311000000000059,0.0,-8.311000000000059,10386.85999999998,
239,SHORT,2025-12-02 12:21:00,87380.89,2025-12-02 12:27:00,87430.5,0.1,-4.961000000000059,0.0,-4.961000000000059,10381.898999999981,
240,LONG,2025-12-02 12:27:00,87430.5,2025-12-02 12:33:00,87374.7,0.1,-5.580000000000291,0.0,-5.580000000000291,10376.318999999981,
241,SHORT,2025-12-02 12:33:00,87374.7,2025-12-02 12:39:00,87435.74,0.1,-6.104000000000815,0.0,-6.104000000000815,10370.21499999998,
242,LONG,2025-12-02 12:39:00,87435.74,2025-12-02 12:47:00,87300.0,0.1,-13.574000000000524,0.0,-13.574000000000524,10356.64099999998,
243,SHORT,2025-12-02 12:47:00,87300.0,2025-12-02 13:00:00,87285.51,0.1,1.4490000000005239,0.0,1.4490000000005239,10358.08999999998,
244,LONG,2025-12-02 13:00:00,87285.51,2025-12-02 13:02:00,87186.27,0.1,-9.923999999999069,0.0,-9.923999999999069,10348.165999999981,
245,SHORT,2025-12-02 13:02:00,87186.27,2025-12-02 13:11:00,87180.16,0.1,0.6110000000000583,0.0,0.6110000000000583,10348.776999999982,
246,LONG,2025-12-02 13:11:00,87180.16,2025-12-02 13:30:00,87370.82,0.1,19.06600000000035,0.0,19.06600000000035,10367.842999999983,
247,SHORT,2025-12-02 13:30:00,87370.82,2025-12-02 13:33:00,87370.88,0.1,-0.00599999999976717,0.0,-0.00599999999976717,10367.836999999983,
248,LONG,2025-12-02 13:33:00,87370.88,2025-12-02 14:00:00,87646.79,0.1,27.590999999998896,0.0,27.590999999998896,10395.427999999982,
